title,content,url,sub_title,year
Diversity of genome research at the 2009 Plant and Animal Genome Conference,"… in detail related to the plant-cell-based production of proteins/enzymes with therapeutic 
applications and were thus particularly interesting in that they spanned the plant–animal divide. 
The adaption of gene constructs for high level and stable expression in plant cell culture was …",https://link.springer.com/article/10.1007/s10142-009-0112-4,"R Appels - Functional & integrative genomics, 2009 - Springer",2009
Large differences in the genome organization of different plant Trypanosomatid parasites (Phytomonas spp.) reveal wide evolutionary divergences between taxa,"… genome project reference strain (LmjF) as molecular size markers (Fig. ), we could estimate 
the minimum size of the haploid genome of … between the chromosome markers that have 
been sequenced in this project and known genes in the GenBank and GeneDB databases. …",https://www.sciencedirect.com/science/article/pii/S156713480800230X,"C Marin, M Dollet, M Pages, P Bastien - Infection, Genetics and Evolution, 2009 - Elsevier",2009
The TIGR Plant Repeat Databases: a collective resource for the identification of repetitive sequences in plants,"… Although plant genome size varies significantly due to ploidy differences, another contributor 
to genome size variation is the repetitive DNA … To best identify and catalog the repetitive 
sequences within plant genomes as part of our overall genome annotation efforts in plants, we …",https://academic.oup.com/nar/article-abstract/32/suppl_1/D360/2505314,"S Ouyang, CR Buell - Nucleic acids research, 2004 - academic.oup.com",2004
Plant biology,"… of plant processes and has illuminated almost all aspects of plant biology. The ability to analyze 
genomes and to transfer genes has opened possibilities for plant … Plant breeders, ecologists 
and many people outside plant biology have become acutely conscious of the aesthetic …",https://www.taylorfrancis.com/books/mono/10.1201/9780203002902/plant-biology-andrew-lack-david-evans,"A Lack, D Evans - 2021 - taylorfrancis.com",0
De novo construction of a “Gene-space” for diploid plant genome rich in repetitive sequences by an iterative Process of Extraction and Assembly of NGS reads …,"… a reference genome sequence for most plant species remains a significant challenge due 
to the large number of repeated sequences which are problematic for a whole-genome quality 
de novo assembly. Furthermore, for most SNP identification approaches in plant genetics …",https://link.springer.com/article/10.1186/s13104-016-1903-z,"C Aluome, G Aubert, SA Carvalho, MC Le Paslier… - BMC research …, 2016 - Springer",2016
Plant breeding with genomic selection: gain per unit time and cost,"… We developed an analytical framework to (i) compare gains from MAS and GS for complex 
traits and (ii) provide a plant breeding context for interpreting results from studies on GEBV 
accuracy. We designed MAS and GS breeding strategies with equal budgets for a high-…",https://acsess.onlinelibrary.wiley.com/doi/abs/10.2135/cropsci2009.11.0662,"EL Heffner, AJ Lorenz, JL Jannink, ME Sorrells - Crop science, 2010 - Wiley Online Library",2010
"Historical perspective, development and applications of next-generation sequencing in plant virology","… In 2009, next-generation sequencing (NGS) technologies began to be applied to several 
areas of plant virology including virus/viroid genome sequencing, discovery and detection, 
ecology and epidemiology, replication and transcription. Identification and characterization of …",https://www.mdpi.com/63796,"M Barba, H Czosnek, A Hadidi - Viruses, 2014 - mdpi.com",2014
Genome-wide analysis of the cyclin family in Arabidopsis and comparative phylogenetic analysis of plant cyclin-like proteins,"… This is the Floral Genome Project's publication number 20. … for cyclin genes in the Arabidopsis 
genome and among available sequences from other vascular plants. Based on phylogenetic 
analysis, we define 10 classes of plant cyclins, four of which are plant-specific, and a fifth …",https://academic.oup.com/plphys/article-abstract/135/2/1084/6112054,"G Wang, H Kong, Y Sun, X Zhang, W Zhang… - Plant …, 2004 - academic.oup.com",2004
New candidate genes affecting rice grain appearance and milling quality detected by genome-wide and gene-based association analyses,"… Here, we carried out an association analysis to identify QTL affecting nine rice grain 
appearance and milling quality traits using a diverse panel of 258 accessions selected from 3K 
Rice Genome Project and evaluated in two environments Sanya and Shenzhen. Genome-wide …",https://www.frontiersin.org/articles/10.3389/fpls.2016.01998/full,"X Wang, Y Pang, C Wang, K Chen, Y Zhu… - Frontiers in plant …, 2017 - frontiersin.org",2017
Comparing the whole-genome-shotgun and map-based sequences of the rice genome,"… The rice genome has now been sequenced using whole-genome-shotgun and mapbased 
methods. Much as in the human genome project… like copia and gypsy that populate the 
intergenic regions of plant genomes. Differences in published gene counts and polymorphism rates …",https://era.library.ualberta.ca/items/0af0e7a4-287f-4d3d-9097-ba31a7edb0b1/view/a9952f28-57b9-45b6-967a-a2ecd2d83553/2006-08-20Comparing-20the-20whole-genome-shotgun-20and-20map-based-20sequences-20of-20the-20rice-20genome-20--20Trends-20Plant-20Sci.pdf,"GK Wong, P Ni, J Yu - 2006 - era.library.ualberta.ca",0
Taro genome assembly and linkage map reveal QTLs for resistance to taro leaf blight,"… Here we describe a de novo taro genome assembly and use it to analyze sequence data 
from a Taro Leaf Blight resistant mapping population. The … This genome project may 
provide a template for developing genomic resources in other understudied plant species. …",https://academic.oup.com/g3journal/article-abstract/10/8/2763/6048660,"MR Bellinger, R Paudel, S Starnes… - G3: Genes …, 2020 - academic.oup.com",2020
A fruitful outcome to the papaya genome project,"… In summary, a new and interesting plant genome sequence is now publicly available for 
interrogation. The papaya genome provides basic plant research … It also provides clues to the 
minimum set of genes that are needed to be a flowering plant. On the practical side, the papaya …",https://link.springer.com/article/10.1186/gb-2008-9-6-227,"F Wei, RA Wing - Genome biology, 2008 - Springer",2008
Comparison of long-read methods for sequencing and assembly of a plant genome,"… When starting a new genome project, it is therefore challenging to select the most cost-effective 
sequencing technology, as well as the most appropriate software for assembly and polishing. 
It is thus important to benchmark different approaches applied to the same sample. …",https://academic.oup.com/gigascience/article-abstract/9/12/giaa146/6042729,"V Murigneux, SK Rai, A Furtado, TJC Bruxner… - …, 2020 - academic.oup.com",2020
Rice at the forefront of plant genome informatics,"… Following the successful launching of the human genome project, a new era of whole 
genome science has emerged [4] … plant genomics, the nearly completed genome sequence of 
the model plant, Arabidopsis thaliana, which represents the first higher plant utilized for genome …",https://www.jstage.jst.go.jp/article/gi1990/11/0/11_0_3/_article/-char/ja/,"BA Antonio, K Sakata, T Sasaki - Genome Informatics, 2000 - jstage.jst.go.jp",2000
MIPS plant genome information resources,"… ) has been involved in maintaining plant genome databases since the Arabidopsis thaliana 
genome project. Genome databases and analysis resources have focused on individual 
genomes and aim to provide flexible and maintainable data sets for model plant genomes as a …",https://link.springer.com/protocol/10.1007/978-1-59745-535-0_6,"M Spannagl, G Haberer, R Ernst, H Schoof… - Plant …, 2007 - Springer",2007
Why assembling plant genome sequences is so challenging,"… The publication of the first plant genome sequence of Arabidopsis thaliana [4] provided and 
improved the genetic landscape for studying all plants and has paved the way for sequencing 
several other plant genomes. It has also transformed the methods and tools for plant …",https://www.mdpi.com/40308,"MG Claros, R Bautista, D Guerrero-Fernández… - Biology, 2012 - mdpi.com",2012
"The human genome project: past, present, and future","… There also are good reasons for believing that a joint US and European effort will come 
together to work out the sequence of Arabidopsis thaliana, the mustard-type plant, with a genome 
ofonly 100 Mb, which increasingly is serving as the model organism for the plant molecular …",https://science.sciencemag.org/content/248/4951/44.abstract,"JD Watson - Science, 1990 - science.sciencemag.org",1990
The Chlamydomonas genome project: a decade on,"The green alga Chlamydomonas reinhardtii is a popular unicellular organism for studying photosynthesis, cilia biogenesis, and micronutrient homeostasis. Ten years since its genome project was initiated an iterative process of improvements to the genome and gene …",https://www.sciencedirect.com/science/article/pii/S1360138514001435,"IK Blaby, CE Blaby-Haas, N Tourasse, EFY Hom… - Trends in plant …, 2014 - Elsevier",2014
Are we there yet? Reliably estimating the completeness of plant genome sequences,"… more robust completeness scores and comment on the challenges facing future plant genome 
projects. … of plant scientists to assess the quality of new genome sequences in a transparent 
and balanced manner and to formulate a standard for delivering better plant genome …",https://academic.oup.com/plcell/article-abstract/28/8/1759/6100897,"E Veeckman, T Ruttink, K Vandepoele - The Plant Cell, 2016 - academic.oup.com",2016
Brazilian coffee genome project: an EST-based genomic resource,Coffee is one of the most valuable agricultural commodities and ranks second on international trade exchanges. The genus Coffea belongs to the Rubiaceae family which includes other important plants. The genus contains about 100 species but commercial …,https://www.scielo.br/j/bjpp/a/wxJhxYzQWLCkHLbpLKVVg6z/abstract/?lang=en,"LGE Vieira, AC Andrade, CA Colombo… - … Journal of Plant …, 2006 - SciELO Brasil",2006
Twenty years of plant genome sequencing: achievements and challenges,"… We summarize the progress of plant genome sequencing and the challenges of sequencing 
more complex plant genomes and generating … these plant genome sequences, especially 
the high-quality ones, has facilitated studies of plant biology for a wide variety of plant species, …",https://www.sciencedirect.com/science/article/pii/S1360138521002818,"Y Sun, L Shang, QH Zhu, L Fan, L Guo - Trends in Plant Science, 2021 - Elsevier",2021
The transposable elements of the Drosophila melanogaster euchromatin: a genomics perspective,"… The recent completion of the Release 3 euchromatic genomic sequence of Drosophila 
melanogaster by the Berkeley Drosophila Genome Project has provided precise sequence for 
the repetitive elements in the Drosophila euchromatin. We have used this genomic sequence to …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-2002-3-12-research0084,"JS Kaminker, CM Bergman… - Genome …, 2002 - genomebiology.biomedcentral.com",2002
Software for genome‐wide association studies in autopolyploids and its application to potato,"Genome‐wide association studies (GWAS) are widely used in diploid species to study 
complex traits in diversity and breeding populations, but GWAS software tailored to 
autopolyploids is lacking. The objectives of this research were to (i) develop an R package for …",https://acsess.onlinelibrary.wiley.com/doi/abs/10.3835/plantgenome2015.08.0073,"UR Rosyara, WS De Jong, DS Douches… - … plant genome, 2016 - Wiley Online Library",2016
Inferring putative ancient whole-genome duplications in the 1000 Plants (1KP) initiative: access to gene family phylogenies and age distributions,"… published syntenic analyses of plant genome assemblies. We find that our inferences are 
consistent with whole-genome synteny analyses and our … Finally, we evaluate our inferences 
of WGDs by comparing them with evidence from published syntenic analyses of plant genome …",https://academic.oup.com/gigascience/article-abstract/9/2/giaa004/5733640,"Z Li, MS Barker - GigaScience, 2020 - academic.oup.com",2020
"Decoding the oak genome: public release of sequence data, assembly, annotation and publication strategies","… The oak genome project falls within the scope of this new front line in science, ‘Ecological and 
Evolutionary Genomics’… genome consortium and the strategy established for their analysis. 
The genome sequences for oak and chestnut fill an evolutionary void among plant genome …",https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.12425,"C Plomion, JM Aury, J Amselem… - Molecular ecology …, 2016 - Wiley Online Library",2016
Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis,"… Here we report the genome sequence for a member of this economically important group 
of biotrophic … genome (20.5 Mb) 6 is rather small in comparison with genomes of other plant 
pathogenic fungi (see the Broad Institute’s Fungal Genome Initiative (FGI) Candidate Genome …",https://www.nature.com/articles/nature05248,"J Kämper, R Kahmann, M Bölker, LJ Ma, T Brefort… - Nature, 2006 - nature.com",2006
Ancestral polyploidy in seed plants and angiosperms,"… Here we use comprehensive phylogenomic analyses of sequenced plant genomes and more 
than 12.6 million new expressed-sequence-… performed the Ancestral Angiosperm Genome 
Project transcriptome assemblies and MAGIC database construction. YJ and CWd drafted …",https://www.nature.com/articles/nature09916,"Y Jiao, NJ Wickett, S Ayyampalayam, AS Chanderbali… - Nature, 2011 - nature.com",2011
Microarray expression profiling resources for plant genomics,"… This review focuses on recent advances in the application of microarrays in plant genomic 
research and in gene expression databases available … information about the genome should 
be available, accelerating the discovery of the function of all the genes within a plant genome. …",https://www.sciencedirect.com/science/article/pii/S1360138505002529,"WA Rensink, CR Buell - Trends in plant science, 2005 - Elsevier",2005
"The Sorghum bicolor reference genome: improved assembly, gene annotations, a transcriptome atlas, and signatures of genome organization","… The importance of satellite DNA in influencing plant genome organization has been 
documented previously, and subtelomeric tandem arrays are characteristic of many plant 
genomes, raising the possibility that they play a role in telomere or genome stability (Mehrotra and …",https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.13781,"RF McCormick, SK Truong, A Sreedasyam… - The Plant …, 2018 - Wiley Online Library",2018
Genome-wide analyses of alternative splicing in plants: opportunities and challenges,"… However, recently available plant genome and transcript sequence data sets are enabling 
a global analysis of AS in many plant species. … The increasing availability of plant genome 
sequence data will enable larger comparative analyses that will identify functionally important …",https://genome.cshlp.org/content/18/9/1381.short,"WB Barbazuk, Y Fu, KM McGinnis - Genome research, 2008 - genome.cshlp.org",2008
"Bioinformatics, virtual Labs, and the human genome project","… For this section, you are to research one of the topics listed below related to bioinformatics, 
genomics, or the human genome project and prepare a short presentation. You were asked 
to sign up for a topic in a previous lab to ensure that a variety of topics will be covered. If you …",http://www.dtrends.com/Bioinformatics/cordon.pdf,"A Cordon, D Messersmith - … of the 23rd Workshop/Conference of the …, 2002 - dtrends.com",2002
The Plant Ontology Database: a community resource for plant structure and developmental stages controlled vocabulary and annotations,"… The increasing availability of data from several plant genome sequencing projects provides 
a promising direction for investigating genes and their functional and sequence homologs 
involved in plant development. Historically, the data that could be used in comparative studies …",https://academic.oup.com/nar/article-abstract/36/suppl_1/D449/2507667,"S Avraham, CW Tung, K Ilic, P Jaiswal… - Nucleic acids …, 2008 - academic.oup.com",2008
Re-engineering plant gene targeting,"… The completion of the Arabidopsis genome project has shown that plants carry what seems 
to be the vertebrate suite of genes required for double-strand-break repair [27]. Screens for 
ionizing radiation- or bleomycin-sensitive mutants 28, 29, 30, 31, 32, 33, 34, which can be …",https://www.sciencedirect.com/science/article/pii/S1360138503000025,"AB Britt, GD May - Trends in plant science, 2003 - Elsevier",2003
Polyploidy and angiosperm diversification,"… Sequencing of the nuclear genome of rice (Oryza sativa; Poaceae) again suggested ancient 
polyploidy in a plant with a chromosome … of basal angiosperms via the Floral Genome Project 
(see 4), evidence was found for episodes of ancient genome‐wide duplication in Nuphar …",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.3732/ajb.0800079,"DE Soltis, VA Albert, J Leebens‐Mack… - American journal of …, 2009 - Wiley Online Library",2009
Malay Genome Project (MGP): A Need from Islamic Perspectives,"… Henceforth, this fundamental study is an attempt of the researchers to expose the public to the 
concepts and achievements of the study in Malay genome. Generally, Malay genome projects 
have succeeded in producing genome databases specifically on the genetic structure of …",https://www.researchgate.net/profile/Norazmi-Anas/publication/316676148_Malay_Genome_ProjectMGP_A_Need_from_Islamic_Perspectives/links/590bc9f2aca272db9ca55f0e/Malay-Genome-ProjectMGP-A-Need-from-Islamic-Perspectives.pdf,"EAZE Alwi, N Anas, Z Yaacob, WRW Taib… - J. Appl. Environ …, 2017 - researchgate.net",2017
A plant peptide encoded by CLV3 identified by in situ MALDI-TOF MS analysis,"… interesting phenotypes in plant growth and development (2). From the presence of these 
putative receptors, we hypothesize that putative peptides exist that interact with these receptors, 
indicating that many unidentified hormones may play important roles in plant growth and …",https://science.sciencemag.org/content/313/5788/845.abstract,"T Kondo, S Sawa, A Kinoshita, S Mizuno… - …, 2006 - science.sciencemag.org",2006
An SNP resource for rice genetics and breeding based on subspecies indica and japonica genome alignments,"… The recent sequencing of representatives from two diverse “subspecies” of rice provides 
an early glimpse into the genomic structure of variation in a monocot plant. After Arabidopsis 
(a dicot), the rice (Oryza sativa) genome is the most completely sequenced plant genome. …",https://genome.cshlp.org/content/14/9/1812.short,"FA Feltus, J Wan, SR Schulze, JC Estill… - Genome …, 2004 - genome.cshlp.org",2004
Status and prospects of association mapping in plants,"… As genomic technologies continue to evolve, we would certainly expect to see more 
genome-wide association analyses conducted in different plant species. So far, there have been 
few successful results from candidate-gene association mapping. But for many research groups, …",https://acsess.onlinelibrary.wiley.com/doi/abs/10.3835/plantgenome2008.02.0089,"C Zhu, M Gore, ES Buckler, J Yu - The plant genome, 2008 - Wiley Online Library",2008
The gene ontology project in 2008,"… A selection of annotations curated by GO Reference Genome project annotators for human 
MSH2 and its predicted orthologs. GO terms are depicted graphically, with arrows representing 
relationships between terms; each term includes color-coded panels representing the …",https://academic.oup.com/nar/article-abstract/36/suppl_1/D440/2507489,"Gene Ontology Consortium - Nucleic acids research, 2008 - academic.oup.com",2008
A comparison of the Celera and Ensembl predicted gene sets reveals little overlap in novel genes,"… One of the revelations of the human genome project was the remarkably consistent prediction 
that the genome harbors around 30,000 genes. This observation was based on independent 
analyses done by a public genome consortium (29,691 transcripts, Ensembl v0.8) ( …",https://www.cell.com/fulltext/S0092-8674(01)00467-6,"JB Hogenesch, KA Ching, S Batalov, AI Su, JR Walker… - Cell, 2001 - cell.com",2001
Plant transposable elements: biology and evolution,"… Class II elements have been identified in every plant genome that has been thoroughly 
examined, and these can be divided in two major subclasses: (1) classic ‘cut-and-paste’ 
DNA transposons, characterized by terminal inverted repeats (TIRs), which are excised and …",https://link.springer.com/chapter/10.1007/978-3-7091-1130-7_2,"E Kejnovsky, JS Hawkins, C Feschotte - Plant Genome Diversity Volume 1, 2012 - Springer",2012
A radiation hybrid system for the genetic and physical mapping of the corn genome,"… for a project to develop a radiation hybrid system for mapping individual maize chromosomes. 
The major objectives for this project funded by the Plant Genome … and genetic traits that 
may be of interest to the plant research community. All 10 maize chromosomes have been …",https://www.ars.usda.gov/research/publications/publication/?seqNo115=130961,"RJ Okagaki, RG Kynast, WE Odland, A Stec… - Maize Genetics …, 2002 - ars.usda.gov",2002
"The high-quality draft genome of peach (Prunus persica) identifies unique patterns of genetic diversity, domestication and genome evolution","… genome together with the absence of recent WGD makes it a key diploid tree genome that 
promises to provide important insights into terrestrial plant genome … diversity in plant growth 
habit offers an opportunity to investigate the specific gene and genome changes associated …",https://www.nature.com/articles/ng.2586,"I Verde, AG Abbott, S Scalabrin, S Jung, S Shu… - Nature …, 2013 - nature.com",2013
Genome size and genomic GC content evolution in the miniature genome-sized family Lentibulariaceae,"… DNA shrinkage, which is important for understanding why variations in plant genome size 
and genome architecture exist. Clearly, answering this question will require future, targeted 
comparisons between species selected with regard to the evolutionary history of miniaturization …",https://www.jstor.org/stable/newphytologist.203.1.22,"A Veleba, P Bureš, L Adamec, P Šmarda, I Lipnerová… - New Phytologist, 2014 - JSTOR",2014
Genome sequence of the model plant pathogen Pectobacterium carotovorum SCC1,"… Bacteria of the genus Pectobacterium are economically important plant pathogens that 
cause soft rot disease on a wide variety of plant species. Here, we report the genome sequence 
of Pectobacterium carotovorum strain SCC1, a Finnish soft rot model strain isolated from a …",https://environmentalmicrobiome.biomedcentral.com/articles/10.1186/s40793-017-0301-z,"O Niemi, P Laine, P Koskinen… - Standards in …, 2017 - environmentalmicrobiome …",2017
Characterization of EST-derived microsatellites in the wheat genome and development of eSSR markers,"EST-derived microsatellites or simple sequence repeats (eSSR) occur in expressed sequence 
tags (EST). Here we report characteristics of eSSRs in the wheat genome, construction of 
consensus chromosome bin maps of SSR-containing ESTs ( SSR ESTs), and development …",https://link.springer.com/article/10.1007/s10142-004-0128-8,"JH Peng, NLV Lapitan - Functional & integrative genomics, 2005 - Springer",2005
Top 10 plant‐parasitic nematodes in molecular plant pathology,"… Each of the articles has been well received and has been made available free to download 
through the Molecular Plant Pathology website. A similar survey was therefore conducted 
for plant‐parasitic nematodes, and this article, similar in layout to those for the other plant …",https://bsppjournals.onlinelibrary.wiley.com/doi/abs/10.1111/mpp.12057,"JT Jones, A Haegeman, EGJ Danchin… - Molecular plant …, 2013 - Wiley Online Library",2013
Lifestyle transitions in plant pathogenic Colletotrichum fungi deciphered by genome and transcriptome analyses,"… We report here genome and transcriptome analyses of Colletotrichum higginsianum infecting 
Arabidopsis thaliana and Colletotrichum … Our findings show that preinvasion perception 
of plant-derived signals substantially reprograms fungal gene expression and indicate …",https://www.nature.com/articles/ng.2372,"RJ O'Connell, MR Thon, S Hacquard, SG Amyotte… - Nature …, 2012 - nature.com",2012
Global heterochromatic colocalization of transposable elements with minisatellites in the compact genome of the pufferfish Tetraodon nigroviridis,"… the genome of T. nigroviridis, we have reconstructed partial/complete repetitive sequences 
from data generated by the genome project and … melanogaster and in the compact plant 
genome of Arabidopsis thaliana, where transposable elements are clustered within telomeric and …",https://www.sciencedirect.com/science/article/pii/S037811190400215X,"C Fischer, L Bouneau, JP Coutanceau, J Weissenbach… - Gene, 2004 - Elsevier",2004
De novo genome assembly: what every biologist should know,"… to genome assembly varies by organism, says Daniel Rokhsar, eukaryotic group leader at 
the Joint Genome Institute, who has worked on plant, … “Every de novo genome project should 
have a parallel RNA-seq project,” says Ian Korf. Besides identifying the intron-exon structure …",https://www.nature.com/articles/nmeth.1935,"M Baker - Nature methods, 2012 - nature.com",2012
Genome sequence of the palaeopolyploid soybean,"… The soybean genome is the largest whole-genome shotgun-sequenced plant genome so 
far and compares favourably to all other high-quality draft whole-genome shotgun-sequenced 
plant genomes (Supplementary Table 4). A total of 8 of the 20 chromosomes have telomeric …",https://www.nature.com/articles/nature08670,"J Schmutz, SB Cannon, J Schlueter, J Ma, T Mitros… - nature, 2010 - nature.com",2010
Reconstructing the genome of the most recent common ancestor of flowering plants,"… Since the turn of the century, there has been a deluge of publications reporting plant genome 
sequences, the blueprint of all aspects of an organism's history, providing new opportunities 
to decipher the critical events underlying the evolutionary success of angiosperms. There …",https://www.nature.com/articles/ng.3813,"F Murat, A Armero, C Pont, C Klopp, J Salse - Nature Genetics, 2017 - nature.com",2017
The complete genome sequence of the rumen bacterium Butyrivibrio hungatei MB2003,"… Zealand dairy cow, and was selected for genome sequencing in order to examine its ability to 
degrade plant polysaccharides. The genome of MB2003 is 3.39 Mb and consists of … A 
summary of the genome project information is shown in Table 3 and in Additional file 1: Table S1. …",https://link.springer.com/article/10.1186/s40793-017-0285-8,"N Palevich, WJ Kelly, SC Leahy, E Altermann… - Standards in genomic …, 2017 - Springer",2017
"Doubling genome size without polyploidization: dynamics of retrotransposition-driven genomic expansions in Oryza australiensis, a wild relative of rice","… of the most highly repeated within a plant genome. RIRE1 therefore appears to contribute a total 
of about 265 Mbp, ie, 27% of the genome of O. … our knowledge on the causes of 
retrotransposition bursts as well as their impact on plant genome architecture and gene expression. …",https://genome.cshlp.org/content/16/10/1262.short,"B Piegu, R Guyot, N Picault, A Roulin… - Genome …, 2006 - genome.cshlp.org",2006
"Systematic evaluation of the mouse eye: anatomy, pathology, and biomethods","… With completion of the first phase of the Human Genome Project, it is evident that scientists 
are confronted with mountains of information. … Allelochemicals have been successfully used 
in biocontrol of plant pathogens and weeds. This important applied aspect of allelochemistry …",https://books.google.com/books?hl=zh-CN&lr=&id=rCPNBQAAQBAJ&oi=fnd&pg=PP1&dq=plant+genome+project&ots=mEdOvxlMee&sig=atUaZACRaowEiYq8OyZMicZEot0,"RS Smith, SWM John, PM Nishina, JP Sundberg - 2001 - books.google.com",0
De novo genome sequencing and comparative genomics of date palm (Phoenix dactylifera),"… In terms of a framework used to classify the quality of plant genome assemblies 45 , we 
regard this as a high-quality draft genome, with its implied benefits and caveats. The next step 
in the improvement of this sequence should be its anchoring to physical and genetic maps. …",https://www.nature.com/articles/nbt.1860?referral=true,"EK Al-Dous, B George, ME Al-Mahmoud… - Nature …, 2011 - nature.com",2011
The development of Arabidopsis as a model plant,"… as the model organism of choice for research in plant biology. A consensus was reached 
about the … plant science with the expanding fields of genetics and molecular biology. Ten years 
after publication of its genome sequence, Arabidopsis remains the standard reference plant …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-313X.2009.04086.x,"M Koornneef, D Meinke - The Plant Journal, 2010 - Wiley Online Library",2010
Evaluating and characterizing ancient whole-genome duplications in plants with gene count data,"… Because of the available whole-genome sampling, the angiosperm and seed plant WGDs 
were located on the same branch, and they were the oldest WGDs tested in this study ( fig. f ). 
Simulations indicated that we had power of 0.09, 0.41, and 1 to detect the angiosperm WGD …",https://academic.oup.com/gbe/article-abstract/8/4/1023/2574077,"GP Tiley, C Ane, JG Burleigh - Genome biology and evolution, 2016 - academic.oup.com",2016
Full-genome analysis of resistance gene homologues in rice,"… repeat (LRR) genes, the largest class of plant disease resistance genes. The rice genome 
carries approximately 500 NBS–LRR genes that are … Several searches of the Nipponbare 
rice genome sequence, produced by the Rice Genome Project Consortium, were carried out to …",https://link.springer.com/article/10.1007/s00122-004-1758-x,"B Monosi, RJ Wisser, L Pennill, SH Hulbert - Theoretical and Applied …, 2004 - Springer",2004
A comprehensive classification and evolutionary analysis of plant homeobox genes,"… Plant homeodomain proteins have been classified in the literature into various groups based 
on sequence similarity of their … genes in plant species from disparate evolutionary groups is 
lacking. The completion of several high-quality plant genome sequencing projects provided …",https://academic.oup.com/mbe/article-abstract/26/12/2775/1538706,"K Mukherjee, L Brocchieri… - Molecular biology and …, 2009 - academic.oup.com",2009
Flow cytometry and K-mer analysis estimates of the genome sizes of Bemisia tabaci B and Q (Hemiptera: Aleyrodidae),"… tabaci genome project. Briefly, after optimization of k-mers, k-mer counting by SOAPdenovo (Li 
et al., 2010) with the k-mer size set to 17 … as erroneous estimation of genome size negatively 
impacts the genome sequencing project, but also strongly promote our genome-related …",https://www.frontiersin.org/articles/10.3389/fphys.2015.00144/full,"LT Guo, SL Wang, QJ Wu, XG Zhou, W Xie… - Frontiers in …, 2015 - frontiersin.org",2015
Genome-wide comparative analysis of the Brassica rapa gene space reveals genome shrinkage and differential loss of duplicated genes after whole genome …,"… Recent studies on maize, rice, legumes, and cotton have demonstrated that the genome … 
genome made up of transposons is estimated to be between 35% and 52% based on sequenced 
genomes [7–12]. However, genome expansion is not a one-way process in plant genome …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-2009-10-10-r111,"JH Mun, SJ Kwon, TJ Yang… - Genome …, 2009 - genomebiology.biomedcentral.com",2009
The Medicago truncatula gene expression atlas web server,"… cells and transfer soil nutrients such as phosphorus to the plant [5]. As for all plants, legume 
… work on plant development, especially nodule and seed development, and plant responses 
… genome sequence is publicly released, we will update the probeset mapping and genome …",https://link.springer.com/article/10.1186/1471-2105-10-441,"J He, VA Benedito, M Wang, JD Murray, PX Zhao… - BMC …, 2009 - Springer",2009
Genotyping‐by‐sequencing for plant breeding and genetics,"… about plant genomics … plant genomics and the practice of applied plant breeding. One of 
the primary objectives of functional genomics in agricultural species is to connect phenotype to 
genotype and use this knowledge to make phenotypic predictions and select improved plant …",https://acsess.onlinelibrary.wiley.com/doi/abs/10.3835/plantgenome2012.05.0005,"JA Poland, TW Rife - The Plant Genome, 2012 - Wiley Online Library",2012
Identification of candidate genes for drought stress tolerance in rice by the integration of a genetic (QTL) map with the rice genome physical map,"… Drought stress most severely impacts yield when applied during the reproductive stage of 
the rice plant. The sd1 is one of the most important … We downloaded gene annotation for the 
RM212-RM319 candidate region from the Japan Rice Genome Project (RGP) sequence data …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1389755/,"X Wang, J Zhu, L Mansueto… - Journal of Zhejiang …, 2005 - ncbi.nlm.nih.gov",2005
Applications of next‐generation sequencing in plant biology,"… The results obtained in this study are applicable for NGS‐based SNP discovery in any other 
plant species that does not have a reference genome. In addition, the study identified 4543 
putative SNPs in chickpea that will be useful for advancing chickpea genetics research and …",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.3732/ajb.1200020,"AN Egan, J Schlueter… - American journal of …, 2012 - Wiley Online Library",2012
Draft genome sequence of the plant-pathogenic soil fungus Rhizoctonia solani anastomosis group 3 strain Rhs1AP,"… A comprehensive understanding of the heterokaryotic genome complexity and organization 
of R. solani may provide insight into the plant disease ecology and … organization and nuclear 
heterogeneity to the adaptive behavior, survival, and plant disease ecology of the fungus. …",https://journals.asm.org/doi/abs/10.1128/genomeA.01072-14,"MA Cubeta, E Thomas, RA Dean, S Jabaji… - Genome …, 2014 - Am Soc Microbiol",2014
PGDD: a database of gene and genome duplication in plants,"… Further, to empower comparative and functional studies across (and potentially beyond) the 
burgeoning set of plant genome sequences available, we built the Plant Genome Duplication 
Database (PGDD), a web service providing synteny information in terms of gene colinearity…",https://academic.oup.com/nar/article-abstract/41/D1/D1152/1058651,"TH Lee, H Tang, X Wang, AH Paterson - Nucleic acids research, 2012 - academic.oup.com",2012
